Date,ID,tank,SDR_position,number_indivs,b1.Lz,b1.Leq,b1.Lpc,ci.Lz,ci.Leq,ci.Lpc,alpha,Notes
20180716,H0_T_A2,H0_T,A2,NA,-2.855938462,-1.874627178,-1.90154182,0.143648794,0.082531814,0.076377472,0.2,Lz is closest to peak density
20180716,H0_T_A3,H0_T,A3,NA,-3.342441955,-3.342441955,-2.612595845,0.169991138,0.169991138,0.226466585,0.6,L% - high alpha value to combine 3 peaks to one - raw data jumpy
20180716,H0_T_A1,H0_T,A1,NA,-1.671929037,-1.671929037,-2.867505792,0.173370431,0.173370431,0.148791376,0.1,L%
20180716,H1_T_A4,H1_T,A4,NA,-3.066646154,-3.066646154,-3.862597585,0.172010928,0.172010928,0.072737325,0.2,L%
20180716,H1_T_A5,H1_T,A5,NA,-4.414101572,-4.414101572,-4.146953955,0.192014602,0.192014602,0.088381356,0.2,"double peak, Lpc is on smaller of the two - break in O2 decline?"
20180716,H1_T_A6,H1_T,A6,NA,-4.106829883,-4.106829883,-4.011165217,0.107009519,0.107009519,0.106661117,0.3,L% at start of trial
20180716,H0_B_B1,H0_B,B1,NA,-2.348028421,-2.348028421,-1.370412518,0.124517909,0.124517909,0.071580669,0.3,Leq closest to peak density
20180716,H0_B_B2,H0_B,B2,NA,-2.225663735,-2.190746821,-2.232959503,0.088355138,0.076495694,0.102233571,0.3,L%
20180716,H0_B_B3,H0_B,B3,NA,-1.411144397,-1.411144397,-1.574483536,0.120050532,0.120050532,0.0993117,0.2,L% highest peak but at 20-30 mins end of trial
20180716,H1_B_B4,H1_B,B4,NA,-2.964791053,-2.964791053,-2.988112903,0.131128619,0.131128619,0.096516458,0.2,L%
20180716,H1_B_B5,H1_B,B5,NA,-5.740129886,-2.294061538,-2.094331679,0.361917783,0.143692881,0.058411403,0.2,L%
20180716,H1_B_B6,H1_B,B6,NA,-2.34969896,-2.34969896,-3.439987092,0.173759802,0.173759802,0.101887697,0.2,"double peak, Lpc in center of peak  - in 5-10min of 30m trial"
20180716,H0_T_blank_C1,H0_T_blank,C1,NA,-1.209394032,-1.107323477,-1.105295306,0.097252037,0.049247005,0.047269911,0.2,of the peak! At end of 30 min trial CHECK THIS
20180716,H0_T_blank_C2,H0_T_blank,C2,NA,-1.036941601,-1.036941601,-1.087925294,0.087638962,0.087638962,0.025949738,0.2,L%
20180716,H0_T_blank_C3,H0_T_blank,C3,NA,-0.717851038,-0.634092308,-0.746522235,0.241827034,0.115969046,0.044052486,0.2,L%
20180716,H1_T_blank_C4,H1_T_blank,C4,NA,-0.773050253,-0.773050253,-0.796328392,0.04154818,0.04154818,0.02437501,0.2,L%
20180716,H1_T_blank_C5,H1_T_blank,C5,NA,-1.590654643,-1.590654643,-1.147625004,0.106384768,0.106384768,0.0496393,0.2,L%
20180716,H1_T_blank_C6,H1_T_blank,C6,NA,-2.14115017,-0.518220523,-1.73759168,0.229182521,0.171356791,0.143555507,0.2,okay - inconsistancies in graph
20180716,H0_B_blank_D1,H0_B_blank,D1,NA,-1.101329166,-1.15732585,-1.217195953,0.153473276,0.061580664,0.048501134,0.2,L%
20180716,H0_B_blank_D2,H0_B_blank,D2,NA,-1.093625095,-1.093625095,-1.103775392,0.174810473,0.174810473,0.054436752,0.2,L%
20180716,H0_B_blank_D3,H0_B_blank,D3,NA,-2.221893276,-1.018130748,-1.101030906,0.401229904,0.172752648,0.081470956,0.2,L%
20180716,H1_B_blank_D4,H1_B_blank,D4,NA,-2.095435499,-0.991351095,-0.991351095,0.383392938,0.053241844,0.053241844,0.2,L%
20180716,H1_B_blank_D5,H1_B_blank,D5,NA,-0.897701149,-0.897701149,-1.252913199,0.522001456,0.522001456,0.147355441,0.2,okay - inconsistancies in graph
20180716,H1_B_blank_D6,H1_B_blank,D6,NA,-4.219745764,-1.336871486,-1.478644151,0.187016874,0.099180419,0.082820503,0.2,L%
20180716,H2_T_A1,H2_T,A1,NA,-2.283191436,-2.355329803,-2.182617319,0.099760892,0.105290583,0.083351949,0.4,L% near to peak
20180716,H2_T_A2,H2_T,A2,NA,-2.80488321,-2.80488321,-3.157102856,0.234147709,0.234147709,0.12951493,0.4,L%
20180716,H2_T_A3,H2_T,A3,NA,-1.542812805,-1.542812805,-1.765936863,0.126597768,0.126597768,0.100339279,0.2,"okay - huge break in rate at minunte 10, this is slower at larger peak but LATER in trial"
20180716,H3_T_A4,H3_T,A4,NA,-3.181910931,-3.209930502,-3.222656285,0.077925396,0.077928689,0.090894874,0.2,L%
20180716,H3_T_A5,H3_T,A5,NA,-5.544786325,-5.544786325,-5.623462567,0.127104467,0.127104467,0.105765975,0.2,"okay - at start of trial, likley why faster!"
20180716,H3_T_A6,H3_T,A6,NA,-7.188449328,-7.188449328,-2.270624485,0.175100952,0.175100952,0.109679246,0.2,"okay - at end of trial, likley why slow than Leq!"
20180716,H2_B_B1,H2_B,B1,NA,-4.016026273,-4.016026273,-3.533777524,0.146668058,0.146668058,0.075261387,0.2,L%
20180716,H2_B_B2,H2_B,B2,NA,-3.189664697,-3.189664697,-3.375057212,0.141454048,0.141454048,0.082016969,0.2,L%
20180716,H2_B_B3,H2_B,B3,NA,-2.690622289,-2.690622289,-1.856776181,0.151788097,0.151788097,0.099026645,0.2,L%
20180716,H3_B_B4,H3_B,B4,NA,-2.585949259,-2.585949259,-2.920461077,0.108641645,0.108641645,0.074229672,0.2,L%
20180716,H3_B_B5,H3_B,B5,NA,-2.742736441,-2.742736441,-2.840871391,0.11824615,0.11824615,0.053219026,0.2,L%
20180716,H3_B_B6,H3_B,B6,NA,-2.226702208,-3.097362637,-2.238912574,0.135526402,0.213765432,0.047548557,0.2,L%
20180716,H2_T_blank_C1,H2_T_blank,C1,NA,-1.265074765,-1.255260118,-1.206175449,0.054779917,0.056873684,0.043659224,0.2,L%
20180716,H2_T_blank_C2,H2_T_blank,C2,NA,-1.540363188,-1.540363188,-1.516044176,0.149908534,0.149908534,0.046288649,0.2,L%
20180716,H2_T_blank_C3,H2_T_blank,C3,NA,-2.23334428,-2.23334428,-1.795512864,0.164148313,0.164148313,0.052889106,0.2,L%
20180716,H3_T_blank_C4,H3_T_blank,C4,NA,-1.036639109,-1.036639109,-1.116519661,0.13089688,0.13089688,0.050150752,0.2,L%
20180716,H3_T_blank_C5,H3_T_blank,C5,NA,-1.515514516,-1.6652725,-1.644113816,0.112637541,0.08249093,0.051949555,0.2,L%
20180716,H3_T_blank_C6,H3_T_blank,C6,NA,-4.766060067,-4.766060067,-1.654579099,0.554563117,0.554563117,0.102578374,0.2,L%
