Method Data
Method name,Panopea
Method ID,007
Method version,5
Method Internal ID,M44
Release State,Released
Type,TitrationGeneral

Table of Measured Values
Task,T454
Scope 1/1, Sample 1/9 (20180702_spawn_tank)
Result,TitrationEP1
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0.0000,0,-38.3,19.9,NaN,,
0.0010,1,-39.5,19.9,0.0010,,
0.0025,2,-39.6,19.9,0.0015,,
0.0050,3,-39.7,19.9,0.0025,,
0.0090,4,-39.8,19.9,0.0035,,
0.0150,5,-39.8,19.9,0.0055,,
0.0235,6,-39.4,19.9,0.0075,,
0.0320,7,-38.7,19.9,0.0075,,
0.0405,8,-37.8,19.9,0.0085,,
0.0480,9,-36.6,19.9,0.0070,,
0.0565,10,-35.2,19.9,0.0075,,
0.0650,11,-33.7,19.9,0.0075,,
0.0735,12,-31.9,19.9,0.0075,,
0.0820,13,-30.0,19.9,0.0075,,
0.0895,14,-28.1,19.9,0.0075,,
0.0980,15,-25.9,19.9,0.0075,,
0.1060,16,-23.6,19.9,0.0075,,
0.1145,17,-21.2,19.9,0.0075,,
0.1230,18,-19.0,19.9,0.0075,,
0.1315,19,-16.8,19.9,0.0075,,
0.1390,20,-15.0,19.9,0.0075,,
0.1475,21,-13.3,19.9,0.0075,,
0.1560,22,-11.6,19.9,0.0075,,
0.1645,23,-10.1,19.9,0.0075,,
0.1725,24,-8.9,19.9,0.0075,,
0.1810,25,-7.5,19.9,0.0075,,
0.1890,26,-6.5,19.9,0.0080,,
0.1970,27,-5.5,19.9,0.0075,,
0.2055,28,-4.4,19.9,0.0075,,
0.2140,29,-3.2,19.9,0.0075,,
0.2225,30,-1.9,19.9,0.0075,,
0.2310,31,-0.4,19.9,0.0075,,
0.2385,32,-0.2,19.9,0.0070,,
0.2470,33,0.6,19.9,0.0075,,
0.2555,34,1.6,19.9,0.0075,,
0.2635,35,2.4,19.9,0.0075,,
0.2720,36,3.3,19.9,0.0075,,
0.2805,37,4.2,19.9,0.0085,,
0.2880,38,5.5,19.9,0.0070,,
0.2965,39,6.9,19.9,0.0075,,
0.3050,40,7.6,19.9,0.0075,,
0.3135,41,8.2,19.9,0.0075,,
0.3220,42,8.9,19.9,0.0075,,
0.3305,43,9.6,19.9,0.0085,,
0.3380,44,10.4,19.9,0.0070,,
0.3465,45,11.2,19.9,0.0075,,
0.3545,46,12.0,19.9,0.0075,,
0.3630,47,12.8,19.9,0.0075,,
0.3715,48,13.6,19.9,0.0075,,
0.3790,49,14.3,19.9,0.0075,,
0.3875,50,15.2,19.9,0.0075,,
0.3960,51,16.0,19.9,0.0075,,
0.4045,52,16.7,19.9,0.0075,,
0.4130,53,17.4,19.9,0.0075,,
0.4210,54,18.1,19.9,0.0075,,
0.4290,55,18.9,19.9,0.0080,,
0.4370,56,19.7,19.9,0.0075,,
0.4455,57,20.4,19.9,0.0075,,
0.4540,58,21.1,19.9,0.0075,,
0.4625,59,21.9,19.9,0.0075,,
0.4710,60,22.7,19.9,0.0075,,
0.4785,61,23.4,19.9,0.0075,,
0.4870,62,24.1,19.9,0.0075,,
0.4955,63,24.9,19.9,0.0075,,
0.5040,64,25.7,19.9,0.0075,,
0.5120,65,26.4,19.9,0.0075,,
0.5205,66,27.0,19.9,0.0085,,
0.5285,67,27.7,19.9,0.0075,,
0.5365,68,28.5,19.9,0.0075,,
0.5450,69,29.2,19.9,0.0075,,
0.5535,70,29.9,19.9,0.0075,,
0.5620,71,30.7,19.9,0.0075,,
0.5705,72,31.5,19.9,0.0085,,
0.5780,73,32.3,19.9,0.0070,,
0.5865,74,33.1,19.9,0.0075,,
0.5950,75,33.8,19.9,0.0075,,
0.6030,76,34.5,19.9,0.0075,,
0.6115,77,35.2,19.9,0.0075,,
0.6190,78,36.0,19.9,0.0075,,
0.6275,79,36.8,19.9,0.0075,,
0.6360,80,37.5,19.9,0.0075,,
0.6445,81,38.2,19.9,0.0075,,
0.6530,82,39.0,19.9,0.0075,,
0.6615,83,39.7,19.9,0.0075,,
0.6690,84,40.4,19.9,0.0075,,
0.6775,85,41.3,19.9,0.0075,,
0.6860,86,42.1,19.9,0.0075,,
0.6940,87,42.9,19.9,0.0075,,
0.7025,88,43.7,19.9,0.0075,,
0.7110,89,44.4,19.9,0.0075,,
0.7185,90,45.0,19.9,0.0075,,
0.7270,91,45.9,19.9,0.0075,,
0.7355,92,46.7,19.9,0.0075,,
0.7440,93,47.5,19.9,0.0075,,
0.7525,94,48.4,19.9,0.0075,,
0.7605,95,49.3,19.9,0.0075,,
0.7680,96,50.0,19.9,0.0075,,
0.7765,97,50.8,19.9,0.0075,,
0.7850,98,51.5,19.9,0.0075,,
0.7935,99,52.4,19.9,0.0075,,
